#      tau     msd_x sd(msd_x)     msd_y sd(msd_y)     msd_z sd(msd_z)     msd   sd(msd)  
       313   283.853   401.509   291.887   414.620   291.495   412.653   867.234   709.195
       314   284.751   402.781   292.820   415.947   292.420   413.947   869.991   711.437
       315   285.649   404.054   293.752   417.271   293.346   415.237   872.747   713.676
       316   286.545   405.319   294.684   418.595   294.273   416.529   875.502   715.915
       317   287.440   406.588   295.615   419.916   295.197   417.817   878.253   718.152
       318   288.336   407.855   296.545   421.235   296.122   419.105   881.003   720.387
       319   289.232   409.122   297.476   422.552   297.048   420.395   883.756   722.623
       320   290.128   410.389   298.407   423.869   297.974   421.683   886.508   724.857
       321   291.023   411.656   299.338   425.188   298.900   422.972   889.261   727.096
       322   291.919   412.926   300.270   426.503   299.825   424.260   892.014   729.334
       323   292.816   414.197   301.200   427.818   300.751   425.550   894.768   731.577
       324   293.713   415.468   302.132   429.134   301.678   426.839   897.523   733.820
       325   294.611   416.739   303.063   430.448   302.604   428.130   900.278   736.062
       326   295.508   418.006   303.996   431.766   303.528   429.419   903.031   738.302
       327   296.404   419.272   304.927   433.081   304.454   430.706   905.784   740.540
       328   297.298   420.533   305.858   434.395   305.380   431.994   908.536   742.775
       329   298.193   421.792   306.790   435.713   306.306   433.285   911.289   745.017
       330   299.087   423.048   307.722   437.032   307.232   434.575   914.042   747.258
       331   299.982   424.305   308.653   438.345   308.157   435.866   916.793   749.497
       332   300.876   425.562   309.583   439.658   309.082   437.157   919.541   751.738
       333   301.770   426.822   310.513   440.969   310.007   438.449   922.290   753.982
       334   302.661   428.073   311.442   442.283   310.933   439.739   925.037   756.221
       335   303.554   429.330   312.371   443.592   311.859   441.031   927.784   758.461
       336   304.447   430.591   313.302   444.902   312.785   442.327   930.534   760.708
       337   305.340   431.851   314.232   446.208   313.711   443.621   933.282   762.948
       338   306.234   433.111   315.161   447.518   314.635   444.911   936.030   765.185
       339   307.127   434.369   316.090   448.830   315.559   446.198   938.776   767.423
       340   308.022   435.628   317.019   450.145   316.482   447.484   941.522   769.659
       341   308.916   436.892   317.947   451.460   317.405   448.769   944.268   771.898
       342   309.811   438.155   318.875   452.778   318.327   450.053   947.012   774.136
       343   310.706   439.420   319.802   454.094   319.249   451.339   949.757   776.368
       344   311.600   440.684   320.730   455.412   320.172   452.627   952.502   778.604
       345   312.493   441.949   321.659   456.726   321.094   453.916   955.246   780.837
       346   313.386   443.210   322.588   458.038   322.015   455.202   957.989   783.064
       347   314.278   444.472   323.517   459.347   322.937   456.487   960.732   785.286
       348   315.171   445.733   324.444   460.657   323.858   457.771   963.473   787.514
       349   316.063   446.991   325.371   461.962   324.778   459.053   966.212   789.733
       350   316.955   448.252   326.299   463.269   325.696   460.333   968.951   791.957
       351   317.847   449.513   327.228   464.579   326.616   461.613   971.690   794.178
       352   318.738   450.778   328.157   465.887   327.535   462.892   974.430   796.401
       353   319.628   452.042   329.086   467.193   328.454   464.173   977.168   798.625
       354   320.518   453.303   330.014   468.498   329.372   465.450   979.904   800.846
       355   321.407   454.561   330.944   469.803   330.289   466.729   982.640   803.067
       356   322.298   455.824   331.873   471.106   331.206   468.004   985.377   805.288
       357   323.188   457.084   332.803   472.408   332.124   469.279   988.115   807.508
       358   324.077   458.345   333.733   473.712   333.041   470.554   990.852   809.729
       359   324.968   459.611   334.665   475.017   333.958   471.832   993.591   811.953
       360   325.858   460.876   335.597   476.321   334.875   473.109   996.330   814.174
       361   326.749   462.142   336.527   477.621   335.791   474.386   999.067   816.391
       362   327.640   463.407   337.457   478.922   336.707   475.663  1001.804   818.610
       363   328.532   464.670   338.385   480.222   337.624   476.942  1004.541   820.829
       364   329.424   465.929   339.315   481.525   338.541   478.222  1007.279   823.049
       365   330.316   467.191   340.244   482.828   339.459   479.503  1010.019   825.270
       366   331.208   468.448   341.174   484.127   340.375   480.783  1012.757   827.485
       367   332.101   469.705   342.105   485.426   341.292   482.063  1015.498   829.699
       368   332.993   470.964   343.036   486.728   342.210   483.345  1018.239   831.914
       369   333.886   472.221   343.967   488.027   343.128   484.627  1020.981   834.126
       370   334.779   473.480   344.898   489.325   344.044   485.910  1023.722   836.334
       371   335.674   474.740   345.829   490.626   344.960   487.190  1026.463   838.542
       372   336.567   475.997   346.759   491.922   345.876   488.473  1029.203   840.744
       373   337.463   477.253   347.690   493.219   346.794   489.757  1031.946   842.947
       374   338.358   478.509   348.620   494.518   347.710   491.041  1034.689   845.149
       375   339.254   479.761   349.550   495.816   348.628   492.327  1037.432   847.350
       376   340.151   481.019   350.480   497.115   349.546   493.613  1040.177   849.555
       377   341.048   482.276   351.410   498.415   350.462   494.892  1042.920   851.756
       378   341.945   483.533   352.339   499.713   351.378   496.170  1045.662   853.958
       379   342.843   484.789   353.267   501.014   352.296   497.453  1048.406   856.164
       380   343.740   486.046   354.197   502.318   353.213   498.733  1051.150   858.374
       381   344.637   487.304   355.127   503.623   354.130   500.008  1053.894   860.585
       382   345.535   488.562   356.058   504.930   355.046   501.282  1056.639   862.796
       383   346.433   489.824   356.988   506.236   355.964   502.558  1059.385   865.009
       384   347.332   491.084   357.919   507.545   356.880   503.837  1062.131   867.224
       385   348.230   492.348   358.849   508.856   357.796   505.111  1064.876   869.443
       386   349.129   493.612   359.781   510.170   358.711   506.380  1067.621   871.658
       387   350.028   494.875   360.713   511.483   359.626   507.654  1070.367   873.870
       388   350.926   496.133   361.645   512.793   360.543   508.928  1073.114   876.077
       389   351.824   497.392   362.576   514.105   361.459   510.203  1075.859   878.288
       390   352.721   498.652   363.508   515.419   362.375   511.479  1078.604   880.498
